LOT,WF,TKIN time,SiO2 Under SiN depo THK,SiO2 Under SiN CMP THK,etch RF reflect power,ashing time,pre clean chemical flow rate,Chamber,Chuck center temp,Chuck Edge temp,Chamber pressure,Precursor,Precursor flow rate,RF Power,RF reflect Power Max,Main process time,PRE PC,PRE THK AVG,POST THK AVG,EDGE CENTER,POST PC
DBO.1,1,44969,144.4,137.2,7.6,300.1,1000.1,C,120,100,1200,TEOS,50,300,0.41,50,92,8663,11989,251,194
DBO.1,2,44969,152.2,141.1,9.58,300.1,1000.1,D,120,100,1200,TEOS,50,300,1.64,50,101,8724,12009,262,207
DBO.1,3,44969,148.8,139.4,9.57,300.1,1002.2,C,120,100,1200,TEOS,50,300,1.17,50,94,8703,12038,239,218
DBO.1,4,44969,144.4,137.2,11.35,300.1,1000.5,D,120,100,1200,TEOS,50,300,1.03,50,92,8691,12007,242,190
DBO.1,5,44969,146,138,10.65,299.9,1000.8,C,120,100,1200,TEOS,50,300,1.36,50,94,8702,12044,246,161
DBO.1,6,44969,153.5,141.7,14.59,300.1,995.8,D,120,100,1200,TEOS,50,300,1.36,50,87,8677,11991,249,178
DBO.1,7,44969,152,141,5.95,299.9,998.1,C,120,100,1200,TEOS,50,300,0.95,50,114,8702,11996,257,179
DBO.1,8,44969,149.9,140,6.19,300.1,999.3,D,120,100,1200,TEOS,50,300,1.02,50,99,8692,12086,250,182
DBO.1,9,44969,149,139.5,9.9,300,1000.1,C,120,100,1200,TEOS,50,300,1.09,50,97,8722,12050,249,179
DBO.1,10,44969,151.5,140.8,11.77,300,1001,D,120,100,1200,TEOS,50,300,0.72,50,109,8687,12012,257,175
DBO.1,11,44969,145.9,138,10.05,299.9,999.7,C,120,100,1200,TEOS,50,300,1.5,50,120,8684,12049,245,194
DBO.1,12,44969,146.8,138.4,7.17,300.1,1000.2,D,120,100,1200,TEOS,50,300,1.26,50,99,8685,11972,253,171
DBO.1,13,44969,151.6,140.8,7.85,300,1004.2,C,120,100,1200,TEOS,50,300,1.7,50,93,8656,12078,249,190
DBO.1,14,44969,150.2,140.1,7.39,299.9,999,D,120,100,1200,TEOS,50,300,1.46,50,110,8697,11981,243,189
DBO.1,15,44969,152,141,10.24,300.2,1000.6,C,120,100,1200,TEOS,50,300,1.13,50,93,8715,12000,250,191
DBO.1,16,44969,150.6,140.3,15.2,300,1000.9,D,120,100,1200,TEOS,50,300,0.71,50,103,8680,11980,249,166
DBO.1,17,44969,148.7,139.3,16.29,300.1,1000.4,C,120,100,1200,TEOS,50,300,0.93,50,99,8726,12090,233,178
DBO.1,18,44969,147.6,138.8,14.15,300.1,998,D,120,100,1200,TEOS,50,300,1.76,50,91,8697,12038,249,186
DBO.1,19,44969,150.5,140.3,11.39,299.8,1004,C,120,100,1200,TEOS,50,300,1.16,50,91,8689,12030,248,194
DBO.1,20,44969,153.4,141.7,16.37,300.1,1002.2,D,120,100,1200,TEOS,50,300,0.79,50,94,8713,11954,251,157
DBO.1,21,44969,150,140,12.73,299.8,1000,C,120,100,1200,TEOS,50,300,1.27,50,95,8720,12052,243,176
DBO.1,22,44969,150.2,140.1,12.93,300,1000.4,D,120,100,1200,TEOS,50,300,1.92,50,89,8713,12043,253,159
DBO.1,23,44969,148.6,139.3,12.58,300,1001.1,C,120,100,1200,TEOS,50,300,1.48,50,84,8707,12061,258,197
DBO.1,24,44969,148.4,139.2,15.5,299.9,1000.8,D,120,100,1200,TEOS,50,300,1.1,50,109,8726,12010,254,184
DBO.1,25,44969,147.5,138.8,10.71,299.9,1000.2,C,120,100,1200,TEOS,50,300,1.51,50,112,8693,11963,245,187
DBP.1,1,44969.55,151.4,140.7,14.45,300,1002,C,120,100,1200,TEOS,50,300,1.79,55,100,8668,12333,276,180
DBP.1,2,44969.55,149.9,140,8.84,299.9,1000.2,D,120,100,1200,TEOS,50,300,1.98,55,110,8683,12366,280,165
DBP.1,3,44969.55,149.8,139.9,15.66,300,1004,C,120,100,1200,TEOS,50,300,0.84,55,98,8692,12307,277,192
DBP.1,4,44969.55,149,139.5,8.37,299.9,998.8,D,120,100,1200,TEOS,50,300,1.69,55,112,8705,12390,282,209
DBP.1,5,44969.55,150.9,140.4,9.02,299.9,997.9,C,120,100,1200,TEOS,50,300,0.03,55,103,8701,12315,273,149
DBP.1,6,44969.55,150.8,140.4,9.87,300.1,1000.6,D,120,100,1200,TEOS,50,300,1.57,55,89,8667,12327,275,176
DBP.1,7,44969.55,152,141,8.48,300.1,1004.4,C,120,100,1200,TEOS,50,300,0.99,55,106,8681,12363,277,181
DBP.1,8,44969.55,152,141,7.06,299.8,998.7,D,120,100,1200,TEOS,50,300,0.82,55,95,8675,12334,272,158
DBP.1,9,44969.55,147.3,138.6,9.75,300,1001.2,C,120,100,1200,TEOS,50,300,2.18,55,107,8693,12401,273,177
DBP.1,10,44969.55,153.1,141.5,8.98,300.1,1000.7,D,120,100,1200,TEOS,50,300,0.48,55,110,8699,12365,281,211
DBP.1,11,44969.55,148.8,139.4,9.3,299.9,999.6,C,120,100,1200,TEOS,50,300,1.3,55,111,8725,12355,276,180
DBP.1,12,44969.55,147.9,139,4.19,299.8,997.8,D,120,100,1200,TEOS,50,300,1.2,55,89,8704,12393,273,156
DBP.1,13,44969.55,155.7,142.8,8.96,300,999.5,C,120,100,1200,TEOS,50,300,1.48,55,100,8712,12394,277,191
DBP.1,14,44969.55,150.7,140.3,12.12,300,997.8,D,120,100,1200,TEOS,50,300,1.51,55,98,8680,12318,271,162
DBP.1,15,44969.55,148.4,139.2,9.53,300.1,998.4,C,120,100,1200,TEOS,50,300,1.77,55,108,8699,12379,276,194
DBP.1,16,44969.55,151.1,140.5,6.62,299.8,1000.1,D,120,100,1200,TEOS,50,300,2.1,55,93,8674,12374,275,165
DBP.1,17,44969.55,152.3,141.1,8.45,300,999.9,C,120,100,1200,TEOS,50,300,1.83,55,104,8677,12350,262,196
DBP.1,18,44969.55,153.1,141.5,9.43,300,999.4,D,120,100,1200,TEOS,50,300,2,55,100,8703,12343,272,185
DBP.1,19,44969.55,151.1,140.6,8.75,300,1002.1,C,120,100,1200,TEOS,50,300,1.61,55,95,8702,12380,264,169
DBP.1,20,44969.55,149,139.5,13.99,300,999.6,D,120,100,1200,TEOS,50,300,0.56,55,112,8683,12315,272,175
DBP.1,21,44969.55,148.7,139.3,9.31,299.9,1001.5,C,120,100,1200,TEOS,50,300,0.95,55,111,8692,12317,274,153
DBP.1,22,44969.55,150.3,140.2,10.9,299.8,1000.7,D,120,100,1200,TEOS,50,300,1.64,55,100,8715,12451,272,191
DBP.1,23,44969.55,148.3,139.2,9.95,299.9,1002.2,C,120,100,1200,TEOS,50,300,1.01,55,94,8712,12394,281,189
DBP.1,24,44969.55,153.7,141.8,4.19,300,1002,D,120,100,1200,TEOS,50,300,1.29,55,96,8719,12375,270,179
DBP.1,25,44969.55,145.5,137.8,12.13,300,999.4,C,120,100,1200,TEOS,50,300,0.71,55,81,8717,12372,273,163
DBQ.1,1,44969.76,149.3,139.7,8.2,300.1,999.8,C,120,100,1200,TEOS,50,300,2.05,60,94,8696,12695,308,195
DBQ.1,2,44969.76,144.5,137.2,6.37,300.1,1001.7,D,120,100,1200,TEOS,50,300,1.22,60,88,8677,12656,308,147
DBQ.1,3,44969.76,149.2,139.6,10.74,299.8,997.7,C,120,100,1200,TEOS,50,300,2.09,60,91,8726,12703,290,186
DBQ.1,4,44969.76,146.9,138.5,10.68,300,998.8,D,120,100,1200,TEOS,50,300,1.52,60,109,8678,12672,300,171
DBQ.1,5,44969.76,146.3,138.2,7.76,300.1,1000.3,C,120,100,1200,TEOS,50,300,0.92,60,110,8711,12688,299,191
DBQ.1,6,44969.76,151,140.5,11.86,300,997.5,D,120,100,1200,TEOS,50,300,1.83,60,90,8723,12738,295,158
DBQ.1,7,44969.76,149.6,139.8,9.37,300.1,998.9,C,120,100,1200,TEOS,50,300,2.05,60,99,8698,12663,308,165
DBQ.1,8,44969.76,148.2,139.1,9.6,300,998.9,D,120,100,1200,TEOS,50,300,0.74,60,106,8699,12695,304,171
DBQ.1,9,44969.76,150.4,140.2,5.71,300,1001.2,C,120,100,1200,TEOS,50,300,1.13,60,95,8669,12602,296,202
DBQ.1,10,44969.76,148.9,139.5,10.84,300.1,1001.3,D,120,100,1200,TEOS,50,300,1.36,60,91,8694,12710,297,162
DBQ.1,11,44969.76,147.9,138.9,7.45,300.2,999,C,120,100,1200,TEOS,50,300,0.1,60,96,8695,12699,303,179
DBQ.1,12,44969.76,152.3,141.1,9.2,300,999.5,D,120,100,1200,TEOS,50,300,2.16,60,110,8684,12655,312,177
DBQ.1,13,44969.76,150.8,140.4,13.91,300.2,998.3,C,120,100,1200,TEOS,50,300,1.37,60,106,8685,12616,294,182
DBQ.1,14,44969.76,148.5,139.2,12.17,300,999.2,D,120,100,1200,TEOS,50,300,1.45,60,95,8739,12749,300,189
DBQ.1,15,44969.76,146.6,138.3,12.65,300.1,999.3,C,120,100,1200,TEOS,50,300,1.59,60,111,8719,12704,299,191
DBQ.1,16,44969.76,149.8,139.9,7.95,299.9,995.6,D,120,100,1200,TEOS,50,300,1.01,60,97,8654,12670,298,172
DBQ.1,17,44969.76,149.7,139.8,7.61,300.1,1001.1,C,120,100,1200,TEOS,50,300,1.49,60,102,8696,12683,315,162
DBQ.1,18,44969.76,146.3,138.2,5.94,300.1,1001.1,D,120,100,1200,TEOS,50,300,1.88,60,95,8751,12733,299,184
DBQ.1,19,44969.76,152.8,141.4,9.2,300.2,1000.6,C,120,100,1200,TEOS,50,300,3.04,60,95,8711,12745,295,173
DBQ.1,20,44969.76,147.9,138.9,10.31,300,999.2,D,120,100,1200,TEOS,50,300,1.37,60,112,8682,12655,301,164
DBQ.1,21,44969.76,151.4,140.7,7.52,299.7,999.2,C,120,100,1200,TEOS,50,300,1.36,60,111,8704,12724,304,194
DBQ.1,22,44969.76,145.3,137.7,14.67,300.1,999,D,120,100,1200,TEOS,50,300,1.2,60,107,8704,12680,305,167
DBQ.1,23,44969.76,149.9,140,9.15,299.8,1002.8,C,120,100,1200,TEOS,50,300,1.18,60,98,8678,12680,299,179
DBQ.1,24,44969.76,152.2,141.1,8.83,300,1001.1,D,120,100,1200,TEOS,50,300,0.88,60,106,8684,12671,300,211
DBQ.1,25,44969.76,152.3,141.2,10,300.1,1002.5,C,120,100,1200,TEOS,50,300,1.52,60,86,8681,12699,305,185
DBR.1,1,44969.77,148.7,139.4,12.68,300.2,1001.5,C,120,100,1200,TEOS,50,300,1.79,65,100,8721,13033,325,189
DBR.1,2,44969.77,145.3,137.6,11.25,300.2,994.6,D,120,100,1200,TEOS,50,300,1.31,65,118,8675,12971,325,186
DBR.1,3,44969.77,149.3,139.7,9.98,299.9,998.5,C,120,100,1200,TEOS,50,300,1.64,65,93,8717,13050,331,173
DBR.1,4,44969.77,151.5,140.8,8.73,299.9,1001.9,D,120,100,1200,TEOS,50,300,2.03,65,102,8692,13024,321,172
DBR.1,5,44969.77,152.8,141.4,12.29,300,1000.1,C,120,100,1200,TEOS,50,300,1.74,65,90,8730,13086,330,176
DBR.1,6,44969.77,148.9,139.5,14.66,300,1000.6,D,120,100,1200,TEOS,50,300,1.36,65,112,8718,13058,329,188
DBR.1,7,44969.77,151.9,141,6.81,300.2,1001.2,C,120,100,1200,TEOS,50,300,1.65,65,100,8705,13075,325,203
DBR.1,8,44969.77,150,140,7.2,300,1002,D,120,100,1200,TEOS,50,300,1.78,65,98,8685,13021,322,177
DBR.1,9,44969.77,150.4,140.2,12.82,300.1,1002.4,C,120,100,1200,TEOS,50,300,1.69,65,118,8697,13037,328,154
DBR.1,10,44969.77,148.8,139.4,15.34,300.1,997.9,D,120,100,1200,TEOS,50,300,1.94,65,109,8723,13141,332,182
DBR.1,11,44969.77,149.8,139.9,6.54,299.8,999,C,120,100,1200,TEOS,50,300,1.57,65,98,8698,12952,324,185
DBR.1,12,44969.77,152.5,141.3,9.95,300,1001.4,D,120,100,1200,TEOS,50,300,1.14,65,107,8687,13020,329,166
DBR.1,13,44969.77,148.2,139.1,13.02,300.2,1001.5,C,120,100,1200,TEOS,50,300,1.58,65,108,8667,12966,321,185
DBR.1,14,44969.77,147.7,138.9,7.43,300.1,1002.2,D,120,100,1200,TEOS,50,300,2.25,65,105,8713,13019,324,193
DBR.1,15,44969.77,149.7,139.9,11.54,300,998.3,C,120,100,1200,TEOS,50,300,1.9,65,113,8714,13045,326,174
DBR.1,16,44969.77,151.1,140.6,9.99,299.9,995.4,D,120,100,1200,TEOS,50,300,0.77,65,116,8714,12993,331,173
DBR.1,17,44969.77,153.8,141.9,9.6,300,998.9,C,120,100,1200,TEOS,50,300,2.45,65,88,8678,13061,318,171
DBR.1,18,44969.77,151.1,140.6,9.8,300,999.9,D,120,100,1200,TEOS,50,300,1.38,65,80,8662,13002,318,177
DBR.1,19,44969.77,149.6,139.8,11.7,300,1000.6,C,120,100,1200,TEOS,50,300,0.77,65,116,8706,13045,315,160
DBR.1,20,44969.77,148,139,11.98,299.9,1000.7,D,120,100,1200,TEOS,50,300,1.67,65,96,8734,13047,318,189
DBR.1,21,44969.77,149.5,139.7,9.57,299.9,999.2,C,120,100,1200,TEOS,50,300,2.48,65,96,8710,13040,322,190
DBR.1,22,44969.77,149.8,139.9,10.05,300.1,998.5,D,120,100,1200,TEOS,50,300,1.64,65,106,8704,13021,322,186
DBR.1,23,44969.77,149.8,139.9,9.41,300.1,997.8,C,120,100,1200,TEOS,50,300,1.41,65,103,8730,13081,332,183
DBR.1,24,44969.77,152.8,141.4,10.53,299.8,999.1,D,120,100,1200,TEOS,50,300,1.42,65,98,8705,13039,322,176
DBR.1,25,44969.77,145.1,137.6,9.53,299.9,999.5,C,120,100,1200,TEOS,50,300,1.86,65,85,8700,13078,319,145
DBS.1,1,44970.04,149.7,139.9,4.46,300,999,C,120,100,1200,TEOS,50,300,1.18,70,96,8716,13330,344,175
DBS.1,2,44970.04,148,139,11.19,300,1002.6,D,120,100,1200,TEOS,50,300,1.9,70,107,8683,13362,342,181
DBS.1,3,44970.04,148,139,5.3,299.9,997.2,C,120,100,1200,TEOS,50,300,2.53,70,103,8687,13377,358,188
DBS.1,4,44970.04,148,139,6.03,300.1,1001,D,120,100,1200,TEOS,50,300,1.36,70,99,8701,13350,351,178
DBS.1,5,44970.04,145.2,137.6,9.89,300,1004.9,C,120,100,1200,TEOS,50,300,1.1,70,103,8726,13369,358,175
DBS.1,6,44970.04,148.1,139,12,300.1,1004.2,D,120,100,1200,TEOS,50,300,1.28,70,96,8676,13341,349,165
DBS.1,7,44970.04,147.2,138.6,9.63,300.1,999.6,C,120,100,1200,TEOS,50,300,2.05,70,95,8738,13391,345,177
DBS.1,8,44970.04,152.2,141.1,13.05,300,1002.7,D,120,100,1200,TEOS,50,300,1.99,70,100,8727,13441,349,180
DBS.1,9,44970.04,150.4,140.2,14.59,300.1,1000.2,C,120,100,1200,TEOS,50,300,1.26,70,98,8654,13287,352,184
DBS.1,10,44970.04,151.4,140.7,11.26,300.2,999.6,D,120,100,1200,TEOS,50,300,1.8,70,92,8750,13398,345,178
DBS.1,11,44970.04,147.2,138.6,13.22,300.2,997.2,C,120,100,1200,TEOS,50,300,0.71,70,99,8693,13379,352,188
DBS.1,12,44970.04,152.7,141.4,15.43,300,999.4,D,120,100,1200,TEOS,50,300,1.03,70,114,8680,13337,345,173
DBS.1,13,44970.04,147.4,138.7,8.47,300.1,997.8,C,120,100,1200,TEOS,50,300,1.17,70,99,8656,13293,351,196
DBS.1,14,44970.04,149.4,139.7,11.44,300.1,999.6,D,120,100,1200,TEOS,50,300,0.56,70,104,8732,13376,351,175
DBS.1,15,44970.04,147.9,138.9,9.46,300.1,998.5,C,120,100,1200,TEOS,50,300,1.55,70,88,8717,13373,357,165
DBS.1,16,44970.04,149.9,140,8.07,299.9,997.6,D,120,100,1200,TEOS,50,300,2.01,70,124,8679,13319,350,183
DBS.1,17,44970.04,152.3,141.2,12.58,300,998.7,C,120,100,1200,TEOS,50,300,0.97,70,109,8685,13408,356,185
DBS.1,18,44970.04,156.1,143,11.28,300.1,1001.2,D,120,100,1200,TEOS,50,300,1.37,70,99,8664,13319,349,195
DBS.1,19,44970.04,150,140,12.86,299.8,1003.4,C,120,100,1200,TEOS,50,300,0.78,70,109,8694,13303,349,180
DBS.1,20,44970.04,151.7,140.8,9.22,300,1001.6,D,120,100,1200,TEOS,50,300,1.97,70,100,8729,13400,338,194
DBS.1,21,44970.04,147.7,138.9,5.66,300.1,1000.3,C,120,100,1200,TEOS,50,300,2.17,70,98,8701,13363,347,166
DBS.1,22,44970.04,148.3,139.2,5.09,300,999.3,D,120,100,1200,TEOS,50,300,1.04,70,106,8692,13364,355,183
DBS.1,23,44970.04,149.9,139.9,6.34,299.8,999.7,C,120,100,1200,TEOS,50,300,1.34,70,100,8658,13290,355,176
DBS.1,24,44970.04,149.4,139.7,16.56,299.9,998.8,D,120,100,1200,TEOS,50,300,1.11,70,93,8667,13341,352,197
DBS.1,25,44970.04,147.8,138.9,9.98,300,1001.2,C,120,100,1200,TEOS,50,300,0.97,70,114,8700,13317,339,181
DBT.1,1,44973.7,155.1,142.5,12.65,300,998.6,C,120,100,1200,TEOS,40,300,1.94,60,112,8715,12126,251,175
DBT.1,2,44973.7,149.9,140,9.42,300,1003.6,D,120,100,1200,TEOS,40,300,1.49,60,107,8667,12025,254,186
DBT.1,3,44973.7,146.9,138.5,9.2,300.1,999.9,C,120,100,1200,TEOS,40,300,1.69,60,87,8677,12071,249,162
DBT.1,4,44973.7,151.3,140.6,6.95,300,1001,D,120,100,1200,TEOS,40,300,1.46,60,105,8708,12038,251,172
DBT.1,5,44973.7,152.5,141.3,11.59,299.8,1000.2,C,120,100,1200,TEOS,40,300,1.83,60,105,8706,12105,255,193
DBT.1,6,44973.7,150.3,140.2,9.41,300,998.2,D,120,100,1200,TEOS,40,300,1.05,60,94,8708,12027,261,187
DBT.1,7,44973.7,149.1,139.6,10.75,299.9,999.3,C,120,100,1200,TEOS,40,300,1.33,60,91,8687,12040,253,182
DBT.1,8,44973.7,148.3,139.1,7.07,300.1,1000.4,D,120,100,1200,TEOS,40,300,1.45,60,106,8744,12072,254,173
DBT.1,9,44973.7,149.6,139.8,12.37,300.2,1002.8,C,120,100,1200,TEOS,40,300,2.08,60,97,8705,12085,240,151
DBT.1,10,44973.7,150.6,140.3,5.68,300,1002.8,D,120,100,1200,TEOS,40,300,2.01,60,85,8735,12136,246,180
DBT.1,11,44973.7,149.2,139.6,9.35,300,1002.2,C,120,100,1200,TEOS,40,300,1.99,60,99,8725,12086,244,185
DBT.1,12,44973.7,148.9,139.5,7.61,300,999.2,D,120,100,1200,TEOS,40,300,1.58,60,104,8705,12055,248,191
DBT.1,13,44973.7,149.5,139.7,8.58,299.9,999.9,C,120,100,1200,TEOS,40,300,2.24,60,89,8690,12065,264,187
DBT.1,14,44973.7,151.7,140.8,19.47,300,1002.6,D,120,100,1200,TEOS,40,300,1.21,60,90,8702,12071,262,188
DBT.1,15,44973.7,151.9,140.9,12.35,300,1001.5,C,120,100,1200,TEOS,40,300,1.53,60,95,8647,11969,244,158
DBT.1,16,44973.7,151.9,140.9,8.93,299.9,1001.9,D,120,100,1200,TEOS,40,300,0.89,60,90,8764,12098,249,176
DBT.1,17,44973.7,152.2,141.1,11.01,300,998.3,C,120,100,1200,TEOS,40,300,1.7,60,94,8698,12011,261,155
DBT.1,18,44973.7,149.5,139.8,8.58,300.2,1003.3,D,120,100,1200,TEOS,40,300,1.71,60,89,8724,12100,255,157
DBT.1,19,44973.7,150.7,140.4,11.72,300.2,1000.1,C,120,100,1200,TEOS,40,300,2.35,60,106,8687,12069,259,152
DBT.1,20,44973.7,150.6,140.3,8.36,300,997.1,D,120,100,1200,TEOS,40,300,1.4,60,113,8725,12077,244,185
DBT.1,21,44973.7,151.9,140.9,13.2,300,998.9,C,120,100,1200,TEOS,40,300,2.18,60,108,8732,12071,256,186
DBT.1,22,44973.7,146.6,138.3,3.75,300.1,998.6,D,120,100,1200,TEOS,40,300,1.93,60,97,8680,12044,245,174
DBT.1,23,44973.7,151.9,141,7,300,1000.9,C,120,100,1200,TEOS,40,300,1.32,60,120,8716,12107,247,168
DBT.1,24,44973.7,150.2,140.1,12.17,300.1,1000.2,D,120,100,1200,TEOS,40,300,1.92,60,84,8671,12073,253,162
DBT.1,25,44973.7,151.3,140.7,13.32,300,996.7,C,120,100,1200,TEOS,40,300,1.73,60,99,8682,12011,259,181
DBU.1,1,44974.37,149.3,139.6,6.71,300,1000.3,C,120,100,1200,TEOS,45,300,2.61,60,114,8707,12352,271,202
DBU.1,2,44974.37,152.5,141.3,12.38,300,1001.3,D,120,100,1200,TEOS,45,300,1.74,60,94,8679,12385,289,188
DBU.1,3,44974.37,147.9,138.9,15.21,300,1001.8,C,120,100,1200,TEOS,45,300,1.57,60,102,8728,12413,276,183
DBU.1,4,44974.37,147.2,138.6,11.77,299.9,1002.3,D,120,100,1200,TEOS,45,300,1.01,60,108,8696,12394,289,181
DBU.1,5,44974.37,147.9,139,11.18,300,999.5,C,120,100,1200,TEOS,45,300,0.29,60,117,8721,12422,277,188
DBU.1,6,44974.37,149.8,139.9,5.71,299.9,999.5,D,120,100,1200,TEOS,45,300,2.1,60,103,8698,12410,279,183
DBU.1,7,44974.37,147.6,138.8,8.07,300.1,1000.4,C,120,100,1200,TEOS,45,300,1.83,60,102,8668,12299,286,187
DBU.1,8,44974.37,153.5,141.7,14.08,300,1000.7,D,120,100,1200,TEOS,45,300,2.38,60,110,8719,12368,274,175
DBU.1,9,44974.37,148.4,139.2,12.8,300,998.3,C,120,100,1200,TEOS,45,300,1.6,60,89,8658,12282,274,206
DBU.1,10,44974.37,153.2,141.6,14.95,299.9,999.4,D,120,100,1200,TEOS,45,300,1.19,60,97,8651,12348,270,184
DBU.1,11,44974.37,153.6,141.8,12.79,300,997.7,C,120,100,1200,TEOS,45,300,1.47,60,91,8703,12433,273,198
DBU.1,12,44974.37,150.1,140.1,14.31,300,1002,D,120,100,1200,TEOS,45,300,2.02,60,108,8671,12409,282,168
DBU.1,13,44974.37,152.6,141.3,5.95,300.1,999.1,C,120,100,1200,TEOS,45,300,1.81,60,88,8713,12420,279,165
DBU.1,14,44974.37,150.6,140.3,8.23,300.1,1001.6,D,120,100,1200,TEOS,45,300,1.01,60,93,8649,12342,275,178
DBU.1,15,44974.37,149.8,139.9,13.58,300.1,997.3,C,120,100,1200,TEOS,45,300,1.88,60,62,8692,12314,264,167
DBU.1,16,44974.37,149.5,139.7,14.36,300.1,1002.8,D,120,100,1200,TEOS,45,300,1.02,60,113,8704,12404,280,188
DBU.1,17,44974.37,151.9,140.9,12.67,299.9,998.6,C,120,100,1200,TEOS,45,300,0.97,60,95,8731,12407,290,190
DBU.1,18,44974.37,147.8,138.9,6.01,299.9,1000,D,120,100,1200,TEOS,45,300,1.32,60,103,8704,12447,276,189
DBU.1,19,44974.37,151.1,140.5,10.66,299.9,1001.6,C,120,100,1200,TEOS,45,300,1.7,60,121,8671,12356,280,191
DBU.1,20,44974.37,149.9,139.9,12.04,300.1,998.8,D,120,100,1200,TEOS,45,300,1.5,60,87,8740,12411,279,194
DBU.1,21,44974.37,152.4,141.2,11.43,300.1,998.9,C,120,100,1200,TEOS,45,300,1.05,60,83,8704,12370,280,177
DBU.1,22,44974.37,155.8,142.9,10.26,299.9,1000,D,120,100,1200,TEOS,45,300,1.48,60,94,8693,12331,282,198
DBU.1,23,44974.37,151.8,140.9,7.1,299.9,1001,C,120,100,1200,TEOS,45,300,2.13,60,103,8703,12345,282,169
DBU.1,24,44974.37,150.7,140.3,10.48,300,1002,D,120,100,1200,TEOS,45,300,1.08,60,86,8652,12310,277,167
DBU.1,25,44974.37,150.7,140.4,6.06,300,1001.2,C,120,100,1200,TEOS,45,300,2.12,60,97,8666,12349,267,157
DBV.1,1,44976.01,152.3,141.1,5.34,300,1001.3,C,120,100,1200,TEOS,50,300,1.2,60,103,8684,12652,299,164
DBV.1,2,44976.01,149.3,139.7,9.41,300.1,1001.2,D,120,100,1200,TEOS,50,300,1.96,60,106,8674,12627,308,172
DBV.1,3,44976.01,149.1,139.5,10.07,299.8,998,C,120,100,1200,TEOS,50,300,0.69,60,96,8732,12767,303,171
DBV.1,4,44976.01,147.9,139,9.89,300,998.8,D,120,100,1200,TEOS,50,300,1.73,60,115,8715,12748,304,186
DBV.1,5,44976.01,151,140.5,7.68,300.1,1000.4,C,120,100,1200,TEOS,50,300,1.32,60,106,8718,12615,308,167
DBV.1,6,44976.01,150.9,140.4,7.24,299.9,1004.1,D,120,100,1200,TEOS,50,300,1.64,60,110,8705,12763,306,170
DBV.1,7,44976.01,152.1,141.1,12.31,300,1002.1,C,120,100,1200,TEOS,50,300,2.58,60,116,8686,12689,299,177
DBV.1,8,44976.01,150.4,140.2,12.12,299.7,999.8,D,120,100,1200,TEOS,50,300,1.52,60,103,8673,12617,299,198
DBV.1,9,44976.01,150.5,140.2,6.82,300.1,997.5,C,120,100,1200,TEOS,50,300,1.89,60,85,8731,12789,303,181
DBV.1,10,44976.01,155.3,142.7,6.26,299.9,995.2,D,120,100,1200,TEOS,50,300,0.86,60,122,8711,12715,306,177
DBV.1,11,44976.01,150.3,140.1,4.81,300.1,998.3,C,120,100,1200,TEOS,50,300,1.94,60,98,8709,12712,299,197
DBV.1,12,44976.01,150,140,11.55,300,1001.4,D,120,100,1200,TEOS,50,300,1.62,60,112,8704,12713,303,185
DBV.1,13,44976.01,147.8,138.9,14.75,300.2,999.5,C,120,100,1200,TEOS,50,300,1.39,60,94,8669,12675,294,168
DBV.1,14,44976.01,151.3,140.6,9.63,300.1,997.1,D,120,100,1200,TEOS,50,300,1.62,60,113,8703,12749,303,179
DBV.1,15,44976.01,152.6,141.3,9.67,299.9,999,C,120,100,1200,TEOS,50,300,1.91,60,107,8675,12606,297,201
DBV.1,16,44976.01,151.6,140.8,11.59,300.1,995.3,D,120,100,1200,TEOS,50,300,1.35,60,101,8689,12705,303,177
DBV.1,17,44976.01,149.6,139.8,13.18,300.1,1000.8,C,120,100,1200,TEOS,50,300,2.08,60,100,8715,12702,304,180
DBV.1,18,44976.01,150.4,140.2,8.32,300,997.6,D,120,100,1200,TEOS,50,300,1.12,60,92,8717,12727,282,166
DBV.1,19,44976.01,152.2,141.1,9.67,300,1000.7,C,120,100,1200,TEOS,50,300,0.71,60,92,8687,12666,310,162
DBV.1,20,44976.01,151.2,140.6,10.8,300,1001.6,D,120,100,1200,TEOS,50,300,1.29,60,100,8697,12697,296,177
DBV.1,21,44976.01,150,140,10.99,300.1,1005.7,C,120,100,1200,TEOS,50,300,0.98,60,82,8702,12679,304,201
DBV.1,22,44976.01,147.2,138.6,11.72,299.9,1003.7,D,120,100,1200,TEOS,50,300,1.4,60,89,8738,12712,303,196
DBV.1,23,44976.01,148.9,139.4,8.5,299.9,1000.3,C,120,100,1200,TEOS,50,300,1.57,60,101,8648,12672,291,181
DBV.1,24,44976.01,148.4,139.2,12.06,300.2,998.7,D,120,100,1200,TEOS,50,300,0.74,60,102,8680,12698,296,180
DBV.1,25,44976.01,152.8,141.4,8.64,299.9,1000.5,C,120,100,1200,TEOS,50,300,1.91,60,99,8690,12674,297,196
DBW.1,1,44976.35,152.8,141.4,9.95,300,997.6,C,120,100,1200,TEOS,55,300,1.41,60,91,8720,12769,209,180
DBW.1,2,44976.35,150.5,140.2,11.32,300,999.4,D,120,100,1200,TEOS,55,300,2.31,60,100,8720,12800,206,196
DBW.1,3,44976.35,150,140,7.8,300,998.9,C,120,100,1200,TEOS,55,300,1.36,60,95,8672,12743,205,183
