Lot_ID,Batch_ID,Wafer_ID,PECVD_Thick,Etch_Rate,Idsat,BVdss,Vth,Defect_Count,Yield_Percentage,Pass_Fail
LOT_1011,BATCH_555,WFR_22,1449.7,457.3,637.8,12.15,0.674,9,86.3,Pass
LOT_1011,BATCH_555,WFR_23,1540.7,436.9,633.1,12.85,0.632,10,84.69,Fail
LOT_1011,BATCH_555,WFR_24,1500.4,446.2,650.9,12.79,0.646,9,85.59,Pass
LOT_1011,BATCH_555,WFR_25,1465.6,464.6,622.8,12.13,0.599,10,86.72,Pass
LOT_1012,BATCH_556,WFR_01,1516.2,451.7,622.9,13.04,0.695,10,87.55,Pass
LOT_1012,BATCH_556,WFR_02,1507.0,477.8,667.0,12.97,0.67,9,88.81,Pass
LOT_1012,BATCH_556,WFR_03,1479.0,454.7,621.3,12.55,0.652,11,84.67,Fail
LOT_1012,BATCH_556,WFR_04,1502.4,452.3,666.7,12.53,0.697,5,89.27,Pass
LOT_1012,BATCH_556,WFR_05,1486.5,446.3,661.6,12.72,0.718,6,91.71,Pass
LOT_1012,BATCH_557,WFR_06,1504.0,451.6,606.9,12.16,0.805,11,85.52,Pass
LOT_1012,BATCH_557,WFR_07,1523.2,448.2,633.1,12.51,0.624,11,86.3,Pass
LOT_1012,BATCH_557,WFR_08,1555.5,458.5,679.9,11.64,0.758,14,80.17,Fail
LOT_1012,BATCH_557,WFR_09,1456.7,461.5,625.5,12.85,0.749,13,81.0,Fail
LOT_1012,BATCH_557,WFR_10,1574.7,440.6,638.4,11.88,0.661,12,82.39,Fail
LOT_1012,BATCH_558,WFR_11,1431.7,434.0,661.6,13.1,0.71,14,78.89,Fail
LOT_1012,BATCH_558,WFR_12,1494.7,428.0,669.6,12.37,0.677,7,89.17,Pass
LOT_1012,BATCH_558,WFR_13,1520.6,456.1,643.7,12.42,0.709,11,86.13,Pass
LOT_1012,BATCH_558,WFR_14,1509.8,436.8,635.1,12.25,0.775,8,88.95,Pass
LOT_1012,BATCH_558,WFR_15,1478.2,424.2,685.6,12.38,0.73,11,83.49,Fail
LOT_1012,BATCH_559,WFR_16,1492.7,454.7,693.5,13.07,0.725,10,84.93,Fail
LOT_1012,BATCH_559,WFR_17,1482.7,479.9,674.5,11.5,0.678,9,86.54,Pass
LOT_1012,BATCH_559,WFR_18,1479.4,449.9,652.1,13.01,0.626,4,91.79,Pass
LOT_1012,BATCH_559,WFR_19,1529.7,460.1,629.8,12.64,0.69,8,87.21,Pass
LOT_1012,BATCH_559,WFR_20,1512.5,451.0,629.2,12.02,0.76,11,82.39,Fail
LOT_1012,BATCH_560,WFR_21,1475.7,448.8,663.1,12.07,0.624,9,86.27,Pass
LOT_1012,BATCH_560,WFR_22,1531.5,461.0,660.5,13.17,0.647,10,84.11,Fail
LOT_1012,BATCH_560,WFR_23,1510.8,446.5,685.0,12.12,0.706,12,84.36,Fail
LOT_1012,BATCH_560,WFR_24,1528.5,453.2,666.3,12.04,0.651,6,89.41,Pass
LOT_1012,BATCH_560,WFR_25,1522.0,453.9,612.4,12.95,0.66,13,79.89,Fail
LOT_1013,BATCH_561,WFR_01,1471.0,442.0,676.3,12.64,0.679,11,84.87,Fail
LOT_1013,BATCH_561,WFR_02,1480.4,461.9,625.0,12.12,0.632,10,84.1,Fail
LOT_1013,BATCH_561,WFR_03,1526.2,447.9,640.4,12.59,0.651,10,84.38,Fail
LOT_1013,BATCH_561,WFR_04,1521.4,440.9,656.3,12.09,0.735,9,88.9,Pass
LOT_1013,BATCH_561,WFR_05,1499.3,456.4,699.9,12.94,0.635,11,83.89,Fail
LOT_1013,BATCH_562,WFR_06,1504.1,439.2,727.7,12.92,0.62,10,87.35,Pass
LOT_1013,BATCH_562,WFR_07,1544.7,450.3,665.2,12.71,0.668,13,79.56,Fail
LOT_1013,BATCH_562,WFR_08,1479.3,449.9,645.4,12.64,0.737,7,87.54,Pass
LOT_1013,BATCH_562,WFR_09,1519.1,463.0,663.4,13.2,0.69,8,89.85,Pass
LOT_1013,BATCH_562,WFR_10,1492.9,455.7,672.2,12.5,0.677,9,88.59,Pass
LOT_1013,BATCH_563,WFR_11,1492.4,449.7,642.0,12.03,0.702,10,85.03,Pass
LOT_1013,BATCH_563,WFR_12,1538.5,459.8,694.9,12.68,0.613,13,82.68,Fail
LOT_1013,BATCH_563,WFR_13,1528.9,466.7,655.8,13.33,0.725,9,89.03,Pass
LOT_1013,BATCH_563,WFR_14,1528.5,456.7,662.4,12.09,0.719,8,87.69,Pass
LOT_1013,BATCH_563,WFR_15,1545.7,450.1,666.6,12.36,0.68,7,89.66,Pass
LOT_1013,BATCH_564,WFR_16,1500.7,434.3,660.5,12.67,0.75,4,94.69,Pass
LOT_1013,BATCH_564,WFR_17,1523.9,437.2,671.0,12.48,0.644,9,85.19,Pass
LOT_1013,BATCH_564,WFR_18,1489.1,446.3,634.6,12.11,0.756,8,85.82,Pass
LOT_1013,BATCH_564,WFR_19,1511.3,442.7,636.0,12.95,0.708,7,87.82,Pass
LOT_1013,BATCH_564,WFR_20,1495.4,447.8,622.5,13.43,0.683,9,85.09,Pass
LOT_1013,BATCH_565,WFR_21,1503.4,450.7,661.0,12.58,0.699,4,94.12,Pass
LOT_1013,BATCH_565,WFR_22,1520.8,456.4,669.5,12.14,0.695,6,91.48,Pass
LOT_1013,BATCH_565,WFR_23,1471.4,449.2,661.4,11.88,0.761,9,88.16,Pass
LOT_1013,BATCH_565,WFR_24,1573.2,455.8,691.9,12.6,0.646,16,76.97,Fail
LOT_1013,BATCH_565,WFR_25,1464.8,450.8,649.9,12.94,0.662,8,85.66,Pass
LOT_1014,BATCH_566,WFR_01,1457.5,426.3,666.7,12.69,0.752,12,82.02,Fail
LOT_1014,BATCH_566,WFR_02,1540.5,438.7,622.7,12.5,0.67,11,82.39,Fail
LOT_1014,BATCH_566,WFR_03,1527.7,448.3,640.3,12.26,0.745,13,81.21,Fail
LOT_1014,BATCH_566,WFR_04,1521.8,435.5,667.4,12.06,0.785,11,84.86,Fail
LOT_1014,BATCH_566,WFR_05,1522.0,457.2,671.2,12.83,0.68,6,90.67,Pass
LOT_1014,BATCH_567,WFR_06,1499.6,468.4,642.7,12.87,0.734,4,94.82,Pass
LOT_1014,BATCH_567,WFR_07,1468.6,464.6,648.2,11.88,0.642,7,91.44,Pass
LOT_1014,BATCH_567,WFR_08,1502.7,447.4,612.1,13.14,0.738,11,83.32,Fail
LOT_1014,BATCH_567,WFR_09,1476.3,467.9,641.1,12.73,0.71,10,85.81,Pass
LOT_1014,BATCH_567,WFR_10,1534.1,451.8,672.3,13.06,0.724,10,85.24,Pass
LOT_1014,BATCH_568,WFR_11,1494.9,446.0,664.4,11.96,0.668,7,88.81,Pass
LOT_1014,BATCH_568,WFR_12,1471.1,442.6,662.5,11.95,0.617,9,87.81,Pass
LOT_1014,BATCH_568,WFR_13,1488.8,446.4,651.2,12.44,0.725,4,92.82,Pass
LOT_1014,BATCH_568,WFR_14,1514.5,445.3,650.2,12.7,0.597,4,92.85,Pass
LOT_1014,BATCH_568,WFR_15,1480.3,452.0,633.5,13.22,0.684,11,84.86,Fail
LOT_1014,BATCH_569,WFR_16,1471.2,451.9,667.5,12.78,0.747,8,86.3,Pass
LOT_1014,BATCH_569,WFR_17,1508.5,450.0,660.5,12.4,0.71,10,85.74,Pass
LOT_1014,BATCH_569,WFR_18,1508.6,455.2,662.3,12.09,0.797,10,84.98,Fail
LOT_1014,BATCH_569,WFR_19,1482.3,464.3,636.8,12.99,0.751,8,85.92,Pass
LOT_1014,BATCH_569,WFR_20,1483.5,461.4,596.2,12.11,0.667,13,80.07,Fail
LOT_1014,BATCH_570,WFR_21,1508.1,432.2,677.4,13.15,0.701,7,87.15,Pass
LOT_1014,BATCH_570,WFR_22,1449.3,419.4,638.0,12.39,0.698,9,87.85,Pass
LOT_1014,BATCH_570,WFR_23,1450.7,461.2,628.4,13.14,0.621,13,84.23,Fail
LOT_1014,BATCH_570,WFR_24,1474.9,433.6,667.3,12.77,0.653,9,87.89,Pass
LOT_1014,BATCH_570,WFR_25,1492.5,447.3,640.2,12.45,0.672,6,91.41,Pass
LOT_1015,BATCH_571,WFR_01,1510.9,436.0,676.5,12.29,0.598,10,83.45,Fail
LOT_1015,BATCH_571,WFR_02,1551.6,428.4,665.4,12.36,0.702,9,85.95,Pass
LOT_1015,BATCH_571,WFR_03,1530.0,456.5,667.1,12.67,0.688,17,79.19,Fail
LOT_1015,BATCH_571,WFR_04,1494.4,459.1,615.9,12.53,0.616,6,92.12,Pass
LOT_1015,BATCH_571,WFR_05,1499.3,443.1,680.3,12.26,0.72,10,87.22,Pass
LOT_1015,BATCH_572,WFR_06,1464.9,418.9,656.5,12.43,0.736,5,90.85,Pass
LOT_1015,BATCH_572,WFR_07,1499.4,443.4,640.8,12.53,0.711,7,87.92,Pass
LOT_1015,BATCH_572,WFR_08,1489.9,454.7,653.6,11.65,0.684,2,93.3,Pass
LOT_1015,BATCH_572,WFR_09,1511.3,432.3,605.6,12.68,0.73,10,83.3,Fail
LOT_1015,BATCH_572,WFR_10,1471.0,452.2,660.2,12.11,0.734,7,90.59,Pass
LOT_1015,BATCH_573,WFR_11,1518.2,449.8,624.3,12.04,0.715,8,88.85,Pass
LOT_1015,BATCH_573,WFR_12,1553.6,457.0,616.2,11.83,0.659,14,82.0,Fail
LOT_1015,BATCH_573,WFR_13,1496.2,451.4,611.9,11.78,0.714,10,86.21,Pass
LOT_1015,BATCH_573,WFR_14,1514.1,438.3,677.8,11.96,0.76,10,83.43,Fail
LOT_1015,BATCH_573,WFR_15,1524.2,464.4,634.3,12.22,0.67,13,81.52,Fail
LOT_1015,BATCH_574,WFR_16,1486.0,448.1,688.3,13.28,0.805,9,85.51,Pass
LOT_1015,BATCH_574,WFR_17,1507.8,449.7,636.6,12.29,0.674,5,91.55,Pass
LOT_1015,BATCH_574,WFR_18,1500.4,438.8,607.3,12.57,0.702,11,86.66,Pass
LOT_1015,BATCH_574,WFR_19,1503.4,444.7,622.1,12.66,0.666,10,87.68,Pass
LOT_1015,BATCH_574,WFR_20,1472.9,439.4,680.9,12.55,0.711,9,86.51,Pass
LOT_1015,BATCH_575,WFR_21,1500.9,447.9,646.1,12.47,0.613,8,86.81,Pass
LOT_1015,BATCH_575,WFR_22,1517.4,470.5,636.3,12.02,0.673,7,90.52,Pass
LOT_1015,BATCH_575,WFR_23,1550.8,433.5,654.0,13.08,0.645,6,89.19,Pass
LOT_1015,BATCH_575,WFR_24,1533.6,430.6,662.5,13.22,0.707,11,82.75,Fail
LOT_1015,BATCH_575,WFR_25,1575.4,467.7,677.9,11.83,0.75,17,77.54,Fail
LOT_1016,BATCH_576,WFR_01,1473.1,447.5,686.2,12.09,0.732,9,85.47,Pass
LOT_1016,BATCH_576,WFR_02,1530.5,442.0,641.0,12.39,0.581,9,87.18,Pass
LOT_1016,BATCH_576,WFR_03,1506.4,462.5,616.8,12.11,0.802,11,83.41,Fail
LOT_1016,BATCH_576,WFR_04,1576.6,442.7,639.7,12.7,0.715,17,75.78,Fail
LOT_1016,BATCH_576,WFR_05,1471.7,471.9,656.5,12.21,0.661,6,87.84,Pass
LOT_1016,BATCH_577,WFR_06,1470.6,458.1,625.9,13.37,0.708,9,87.47,Pass
LOT_1016,BATCH_577,WFR_07,1479.0,444.1,626.1,12.98,0.709,15,79.94,Fail
LOT_1016,BATCH_577,WFR_08,1425.7,475.9,658.6,12.59,0.667,11,85.97,Pass
LOT_1016,BATCH_577,WFR_09,1481.6,442.7,648.8,12.91,0.71,6,91.78,Pass
LOT_1016,BATCH_577,WFR_10,1473.4,458.9,650.8,12.94,0.67,6,89.33,Pass
LOT_1016,BATCH_578,WFR_11,1505.3,453.6,631.0,12.27,0.68,10,83.41,Fail
LOT_1016,BATCH_578,WFR_12,1512.0,465.6,644.2,12.17,0.666,10,86.03,Pass
LOT_1016,BATCH_578,WFR_13,1565.7,468.7,626.9,12.53,0.628,14,82.3,Fail
LOT_1016,BATCH_578,WFR_14,1533.3,450.4,672.3,12.84,0.707,12,84.17,Fail
LOT_1016,BATCH_578,WFR_15,1479.8,441.0,675.9,12.56,0.729,8,88.12,Pass
LOT_1016,BATCH_579,WFR_16,1468.6,455.5,603.8,11.87,0.726,13,82.95,Fail
LOT_1016,BATCH_579,WFR_17,1517.2,441.9,626.8,12.18,0.741,10,86.83,Pass
LOT_1016,BATCH_579,WFR_18,1453.8,474.2,612.6,12.47,0.716,10,84.32,Fail
LOT_1016,BATCH_579,WFR_19,1564.1,451.6,633.7,12.47,0.673,15,81.96,Fail
LOT_1016,BATCH_579,WFR_20,1541.3,445.6,647.9,13.29,0.742,9,86.5,Pass
LOT_1016,BATCH_580,WFR_21,1483.6,452.2,613.8,11.95,0.632,10,84.03,Fail
LOT_1016,BATCH_580,WFR_22,1440.0,433.8,627.0,12.7,0.655,12,84.27,Fail
LOT_1016,BATCH_580,WFR_23,1547.4,438.3,624.9,13.1,0.652,9,86.18,Pass
LOT_1016,BATCH_580,WFR_24,1496.0,464.4,655.2,13.41,0.754,6,89.46,Pass
LOT_1016,BATCH_580,WFR_25,1543.3,442.1,651.7,12.34,0.747,9,85.92,Pass
LOT_1017,BATCH_581,WFR_01,1444.2,437.4,632.0,12.7,0.724,11,84.57,Fail
LOT_1017,BATCH_581,WFR_02,1479.0,456.4,654.4,12.73,0.754,4,93.47,Pass
LOT_1017,BATCH_581,WFR_03,1500.2,464.2,636.3,12.58,0.656,6,88.62,Pass
LOT_1017,BATCH_581,WFR_04,1501.6,458.6,643.2,12.46,0.717,5,90.21,Pass
LOT_1017,BATCH_581,WFR_05,1484.2,462.0,691.8,12.67,0.694,7,89.99,Pass
LOT_1017,BATCH_582,WFR_06,1521.8,440.9,683.5,11.49,0.742,14,82.68,Fail
LOT_1017,BATCH_582,WFR_07,1462.6,432.9,617.5,12.77,0.694,11,86.44,Pass
LOT_1017,BATCH_582,WFR_08,1495.0,468.0,670.7,12.55,0.681,13,83.93,Fail
LOT_1017,BATCH_582,WFR_09,1504.2,446.1,670.3,12.41,0.727,9,86.29,Pass
LOT_1017,BATCH_582,WFR_10,1518.0,447.0,621.3,13.32,0.744,8,90.14,Pass
LOT_1017,BATCH_583,WFR_11,1524.9,465.9,670.5,12.23,0.667,11,85.12,Pass
LOT_1017,BATCH_583,WFR_12,1460.6,456.7,688.4,12.34,0.697,12,81.83,Fail
LOT_1017,BATCH_583,WFR_13,1446.3,455.5,621.9,13.3,0.647,11,85.33,Pass
LOT_1017,BATCH_583,WFR_14,1544.7,476.0,627.1,12.17,0.575,9,85.38,Pass
LOT_1017,BATCH_583,WFR_15,1511.6,442.3,675.4,12.28,0.71,7,87.87,Pass
LOT_1017,BATCH_584,WFR_16,1473.8,461.1,656.8,12.44,0.73,8,89.17,Pass
LOT_1017,BATCH_584,WFR_17,1554.3,450.7,663.8,12.84,0.713,9,85.56,Pass
LOT_1017,BATCH_584,WFR_18,1504.0,453.2,658.5,12.58,0.603,5,90.26,Pass
LOT_1017,BATCH_584,WFR_19,1541.3,468.3,659.8,11.98,0.682,8,88.41,Pass
LOT_1017,BATCH_584,WFR_20,1502.4,456.1,616.8,12.29,0.589,10,86.95,Pass
LOT_1017,BATCH_585,WFR_21,1572.1,456.5,676.2,12.26,0.768,14,80.59,Fail
LOT_1017,BATCH_585,WFR_22,1561.4,462.9,679.2,12.47,0.646,14,78.59,Fail
LOT_1017,BATCH_585,WFR_23,1491.3,445.6,644.3,12.67,0.763,5,90.8,Pass
LOT_1017,BATCH_585,WFR_24,1534.0,439.9,648.9,12.67,0.747,7,90.74,Pass
LOT_1017,BATCH_585,WFR_25,1522.6,437.5,611.7,11.79,0.655,13,80.99,Fail
LOT_1018,BATCH_586,WFR_01,1547.9,426.4,662.9,12.93,0.643,10,85.86,Pass
LOT_1018,BATCH_586,WFR_02,1466.2,474.7,664.3,12.6,0.718,11,83.84,Fail
LOT_1018,BATCH_586,WFR_03,1524.0,436.8,648.4,13.05,0.658,6,89.13,Pass
LOT_1018,BATCH_586,WFR_04,1537.0,447.3,678.1,12.68,0.705,12,83.03,Fail
LOT_1018,BATCH_586,WFR_05,1438.4,446.7,641.6,12.94,0.676,11,82.73,Fail
LOT_1018,BATCH_587,WFR_06,1458.6,453.7,664.1,12.69,0.611,9,85.59,Pass
LOT_1018,BATCH_587,WFR_07,1428.6,459.8,624.5,13.04,0.588,14,80.12,Fail
LOT_1018,BATCH_587,WFR_08,1490.6,460.3,649.4,12.71,0.711,4,94.45,Pass
LOT_1018,BATCH_587,WFR_09,1525.1,443.0,645.6,12.46,0.672,7,87.42,Pass
LOT_1018,BATCH_587,WFR_10,1552.6,448.0,655.6,13.41,0.672,11,82.12,Fail
LOT_1018,BATCH_588,WFR_11,1502.6,453.4,640.8,12.86,0.735,7,90.92,Pass
LOT_1018,BATCH_588,WFR_12,1557.0,447.0,646.7,12.73,0.759,6,90.36,Pass
LOT_1018,BATCH_588,WFR_13,1451.7,469.3,670.7,11.99,0.686,10,86.71,Pass
LOT_1018,BATCH_588,WFR_14,1440.4,455.9,639.1,11.98,0.683,10,84.23,Fail
LOT_1018,BATCH_588,WFR_15,1498.1,458.8,609.8,12.62,0.725,11,83.19,Fail
LOT_1018,BATCH_589,WFR_16,1513.4,458.0,693.7,12.56,0.632,10,87.3,Pass
LOT_1018,BATCH_589,WFR_17,1498.9,464.1,684.5,12.25,0.711,7,87.21,Pass
LOT_1018,BATCH_589,WFR_18,1427.6,452.2,617.7,12.56,0.728,24,70.3,Fail
LOT_1018,BATCH_589,WFR_19,1496.9,434.4,667.2,13.14,0.734,7,87.61,Pass
LOT_1018,BATCH_589,WFR_20,1454.3,454.8,637.4,12.78,0.603,9,86.92,Pass
LOT_1018,BATCH_590,WFR_21,1523.4,442.2,656.6,12.04,0.662,8,88.76,Pass
LOT_1018,BATCH_590,WFR_22,1512.8,443.7,657.4,12.46,0.656,7,90.81,Pass
LOT_1018,BATCH_590,WFR_23,1467.1,457.0,644.1,12.18,0.705,11,85.96,Pass
LOT_1018,BATCH_590,WFR_24,1482.0,464.9,630.4,12.34,0.724,11,83.49,Fail
LOT_1018,BATCH_590,WFR_25,1462.9,450.3,632.7,12.33,0.775,12,82.85,Fail
LOT_1019,BATCH_591,WFR_01,1497.8,453.7,627.1,12.31,0.675,5,93.39,Pass
LOT_1019,BATCH_591,WFR_02,1533.4,470.4,629.2,12.0,0.675,10,87.44,Pass
LOT_1019,BATCH_591,WFR_03,1465.5,452.9,648.3,12.45,0.757,6,92.44,Pass
LOT_1019,BATCH_591,WFR_04,1517.6,481.2,632.1,12.28,0.715,11,83.08,Fail
LOT_1019,BATCH_591,WFR_05,1481.4,456.8,667.1,11.33,0.763,6,89.24,Pass
LOT_1019,BATCH_592,WFR_06,1472.2,428.9,687.2,13.32,0.714,13,84.11,Fail
LOT_1019,BATCH_592,WFR_07,1496.3,459.0,635.5,12.94,0.642,6,90.0,Pass
LOT_1019,BATCH_592,WFR_08,1463.8,454.6,656.0,12.35,0.633,12,85.18,Pass
LOT_1019,BATCH_592,WFR_09,1480.6,465.5,662.5,12.51,0.622,8,85.88,Pass
LOT_1019,BATCH_592,WFR_10,1458.1,458.1,661.8,12.03,0.733,6,88.26,Pass
LOT_1019,BATCH_593,WFR_11,1568.8,448.3,651.9,13.18,0.759,8,86.91,Pass
LOT_1019,BATCH_593,WFR_12,1501.2,435.3,668.6,13.26,0.792,5,89.37,Pass
LOT_1019,BATCH_593,WFR_13,1475.5,447.5,662.1,12.56,0.742,10,83.94,Fail
LOT_1019,BATCH_593,WFR_14,1507.5,439.8,619.1,12.91,0.758,12,81.46,Fail
LOT_1019,BATCH_593,WFR_15,1496.1,443.0,671.7,12.57,0.671,7,88.75,Pass
LOT_1019,BATCH_594,WFR_16,1492.3,457.1,672.2,11.97,0.642,6,91.27,Pass
LOT_1019,BATCH_594,WFR_17,1521.5,470.0,630.9,12.34,0.743,10,86.91,Pass
LOT_1019,BATCH_594,WFR_18,1526.5,454.7,650.9,12.55,0.721,8,88.76,Pass
LOT_1019,BATCH_594,WFR_19,1481.4,435.6,667.1,12.32,0.705,12,82.46,Fail
LOT_1019,BATCH_594,WFR_20,1479.8,455.3,644.8,12.41,0.719,8,89.54,Pass
LOT_1019,BATCH_595,WFR_21,1490.4,464.4,676.8,12.46,0.716,10,86.71,Pass
LOT_1019,BATCH_595,WFR_22,1419.4,442.7,709.1,12.47,0.764,19,74.86,Fail
LOT_1019,BATCH_595,WFR_23,1447.0,448.4,630.4,12.52,0.765,11,85.63,Pass
LOT_1019,BATCH_595,WFR_24,1547.8,450.2,615.5,12.08,0.727,13,81.46,Fail
LOT_1019,BATCH_595,WFR_25,1557.6,440.6,657.6,12.21,0.742,11,82.18,Fail
LOT_1020,BATCH_596,WFR_01,1491.3,457.8,668.0,11.99,0.726,9,85.46,Pass
LOT_1020,BATCH_596,WFR_02,1520.2,448.5,644.2,12.89,0.677,13,81.07,Fail
LOT_1020,BATCH_596,WFR_03,1510.9,455.0,686.3,11.66,0.738,13,81.49,Fail
LOT_1020,BATCH_596,WFR_04,1607.8,439.4,616.5,12.96,0.63,20,73.56,Fail
LOT_1020,BATCH_596,WFR_05,1539.2,444.8,667.3,13.05,0.753,12,84.67,Fail
LOT_1020,BATCH_597,WFR_06,1495.5,458.7,634.9,12.38,0.64,6,88.33,Pass
LOT_1020,BATCH_597,WFR_07,1466.6,445.5,693.0,11.46,0.714,16,79.56,Fail
LOT_1020,BATCH_597,WFR_08,1443.8,470.7,699.8,12.36,0.658,17,79.14,Fail
LOT_1020,BATCH_597,WFR_09,1507.1,445.2,630.8,12.47,0.728,5,90.25,Pass
LOT_1020,BATCH_597,WFR_10,1473.5,452.7,636.3,12.1,0.698,8,89.52,Pass
LOT_1020,BATCH_598,WFR_11,1450.2,461.2,671.5,12.29,0.62,7,89.74,Pass
LOT_1020,BATCH_598,WFR_12,1477.4,433.0,640.3,13.11,0.721,9,89.06,Pass
LOT_1020,BATCH_598,WFR_13,1462.1,428.9,648.9,12.77,0.671,3,95.71,Pass
LOT_1020,BATCH_598,WFR_14,1559.0,431.7,650.6,12.13,0.744,12,84.73,Fail
LOT_1020,BATCH_598,WFR_15,1530.9,465.2,602.0,11.86,0.7,17,79.33,Fail
LOT_1020,BATCH_599,WFR_16,1499.7,443.4,649.7,12.37,0.72,7,88.32,Pass
LOT_1020,BATCH_599,WFR_17,1551.8,480.7,632.8,12.41,0.652,9,85.01,Pass
LOT_1020,BATCH_599,WFR_18,1502.7,443.2,637.7,12.7,0.671,6,90.93,Pass
LOT_1020,BATCH_599,WFR_19,1469.9,452.2,686.1,12.29,0.677,15,77.63,Fail
LOT_1020,BATCH_599,WFR_20,1553.3,468.5,618.6,12.7,0.743,13,83.33,Fail
LOT_1020,BATCH_600,WFR_21,1518.9,474.1,670.3,13.27,0.784,9,87.57,Pass
LOT_1020,BATCH_600,WFR_22,1463.7,474.7,643.0,12.83,0.66,10,87.25,Pass
LOT_1020,BATCH_600,WFR_23,1493.3,464.5,643.0,12.48,0.754,3,93.3,Pass
LOT_1020,BATCH_600,WFR_24,1469.4,462.3,669.8,12.43,0.592,9,87.1,Pass
LOT_1020,BATCH_600,WFR_25,1451.6,457.1,658.5,12.36,0.64,12,82.53,Fail
LOT_1021,BATCH_601,WFR_01,1532.4,459.3,664.3,12.97,0.652,7,87.79,Pass
LOT_1021,BATCH_601,WFR_02,1566.8,443.4,674.2,12.25,0.632,15,79.27,Fail
LOT_1021,BATCH_601,WFR_03,1451.1,440.2,641.7,12.52,0.621,7,88.46,Pass
LOT_1021,BATCH_601,WFR_04,1519.7,450.0,634.7,12.52,0.721,12,80.92,Fail
LOT_1021,BATCH_601,WFR_05,1477.2,448.0,622.9,12.3,0.689,15,80.5,Fail
LOT_1021,BATCH_602,WFR_06,1483.0,444.6,629.4,11.95,0.719,9,87.4,Pass
LOT_1021,BATCH_602,WFR_07,1479.3,458.4,723.7,12.63,0.735,15,78.41,Fail
LOT_1021,BATCH_602,WFR_08,1469.8,461.5,681.1,12.48,0.713,10,84.94,Fail
LOT_1021,BATCH_602,WFR_09,1501.7,451.1,616.2,12.7,0.733,12,84.71,Fail
LOT_1021,BATCH_602,WFR_10,1470.9,467.7,616.9,12.29,0.697,15,80.12,Fail
LOT_1021,BATCH_603,WFR_11,1509.5,436.3,662.0,12.99,0.641,9,86.86,Pass
LOT_1021,BATCH_603,WFR_12,1498.2,447.7,663.7,12.15,0.753,9,87.1,Pass
LOT_1021,BATCH_603,WFR_13,1491.6,441.4,663.7,13.18,0.671,5,93.11,Pass
LOT_1021,BATCH_603,WFR_14,1468.2,427.6,643.6,11.8,0.653,11,82.18,Fail
LOT_1021,BATCH_603,WFR_15,1479.8,449.0,646.9,12.67,0.691,9,85.39,Pass
LOT_1021,BATCH_604,WFR_16,1526.4,448.5,658.2,12.69,0.654,5,91.59,Pass
LOT_1021,BATCH_604,WFR_17,1517.5,468.2,652.1,12.18,0.679,7,88.2,Pass
LOT_1021,BATCH_604,WFR_18,1465.8,457.6,594.5,12.67,0.717,17,75.11,Fail
LOT_1021,BATCH_604,WFR_19,1503.5,437.7,644.3,13.01,0.717,7,90.92,Pass
LOT_1021,BATCH_604,WFR_20,1526.3,472.2,628.7,11.61,0.655,6,91.55,Pass
LOT_1021,BATCH_605,WFR_21,1441.6,464.7,654.4,12.7,0.676,9,86.49,Pass
LOT_1021,BATCH_605,WFR_22,1519.0,457.0,724.6,11.5,0.754,15,78.0,Fail
LOT_1021,BATCH_605,WFR_23,1476.8,447.3,659.2,12.11,0.725,7,91.42,Pass
LOT_1021,BATCH_605,WFR_24,1520.0,438.5,642.2,13.15,0.804,6,87.88,Pass
LOT_1021,BATCH_605,WFR_25,1473.3,445.5,673.0,12.27,0.759,12,83.33,Fail
LOT_1022,BATCH_606,WFR_01,1436.8,463.1,662.1,12.03,0.757,16,79.0,Fail
LOT_1022,BATCH_606,WFR_02,1443.0,472.6,660.5,12.42,0.631,10,86.54,Pass
LOT_1022,BATCH_606,WFR_03,1501.7,468.5,665.2,13.33,0.738,5,93.13,Pass
LOT_1022,BATCH_606,WFR_04,1509.1,444.1,701.4,11.77,0.697,11,82.84,Fail
LOT_1022,BATCH_606,WFR_05,1468.3,436.6,621.7,12.08,0.672,10,83.22,Fail
LOT_1022,BATCH_607,WFR_06,1522.4,451.7,661.8,13.1,0.708,9,87.13,Pass
LOT_1022,BATCH_607,WFR_07,1441.8,428.8,626.8,13.24,0.747,11,82.04,Fail
LOT_1022,BATCH_607,WFR_08,1497.7,453.9,663.9,12.46,0.725,12,81.48,Fail
LOT_1022,BATCH_607,WFR_09,1457.6,448.2,627.0,12.0,0.656,11,84.39,Fail
LOT_1022,BATCH_607,WFR_10,1477.2,444.4,639.6,13.34,0.737,8,87.03,Pass
LOT_1022,BATCH_608,WFR_11,1501.7,430.9,642.6,13.14,0.668,4,93.03,Pass
LOT_1022,BATCH_608,WFR_12,1469.9,456.2,674.4,12.77,0.711,8,87.61,Pass
LOT_1022,BATCH_608,WFR_13,1486.5,443.6,673.0,12.18,0.685,11,86.51,Pass
LOT_1022,BATCH_608,WFR_14,1535.2,436.0,618.9,12.48,0.689,12,82.12,Fail
LOT_1022,BATCH_608,WFR_15,1479.8,415.5,651.4,12.44,0.738,6,92.54,Pass
LOT_1022,BATCH_609,WFR_16,1529.2,449.7,632.3,12.63,0.648,11,82.71,Fail
LOT_1022,BATCH_609,WFR_17,1460.5,471.3,618.5,13.08,0.797,12,81.48,Fail
LOT_1022,BATCH_609,WFR_18,1518.5,469.9,644.6,12.85,0.609,6,91.61,Pass
LOT_1022,BATCH_609,WFR_19,1550.5,444.5,642.3,12.07,0.67,12,83.98,Fail
